epoch;accuracy;loss;val_accuracy;val_loss
0;0.18181819;4.415810955895318;0.11999999731779099;2.3062260150909424
1;0.23;2.1923357963562013;0.03999999910593033;2.521723747253418
2;0.28;1.942888468503952;0.10999999940395355;2.3009345531463623
3;0.35;1.632395076751709;0.10000000149011612;2.9717679023742676
4;0.34333333;1.7787049174308778;0.1599999964237213;2.534675359725952
5;0.38333333;1.6328448116779328;0.10999999940395355;2.895469903945923
6;0.37;1.6230244576930999;0.10999999940395355;3.85241961479187
7;0.43666667;1.485054111480713;0.14000000059604645;5.305960655212402
8;0.40666667;1.4951383769512177;0.05999999865889549;5.593960762023926
9;0.46666667;1.4288198798894882;0.10999999940395355;4.123345375061035
10;0.46666667;1.3572466403245926;0.10999999940395355;3.7147560119628906
11;0.47;1.449805349111557;0.11999999731779099;3.7781982421875
12;0.50666666;1.38187195956707;0.1599999964237213;4.209515571594238
13;0.5;1.3750524133443833;0.10999999940395355;4.682151794433594
14;0.46333334;1.3911667108535766;0.05999999865889549;4.408961296081543
15;0.52666664;1.4066551744937896;0.1599999964237213;5.084792137145996
16;0.49666667;1.353029990196228;0.1899999976158142;2.1531143188476562
17;0.49666667;1.291724932193756;0.15000000596046448;3.3706138134002686
18;0.51;1.3014698565006255;0.11999999731779099;4.387197971343994
19;0.48333332;1.331508308649063;0.23999999463558197;2.683814525604248
20;0.54;1.2152099609375;0.1599999964237213;2.9359114170074463
21;0.5366667;1.298321118950844;0.1899999976158142;3.3271584510803223
22;0.52666664;1.3049895763397217;0.3100000023841858;2.123539686203003
23;0.5466667;1.2255200415849685;0.3400000035762787;2.147797107696533
24;0.49333334;1.242264598608017;0.20999999344348907;2.7972140312194824
25;0.48;1.2857023626565933;0.3400000035762787;1.5681369304656982
26;0.52666664;1.289497473835945;0.27000001072883606;3.114351987838745
27;0.52;1.2501214355230332;0.2199999988079071;1.8360986709594727
28;0.52;1.1651569694280624;0.23999999463558197;2.4637153148651123
29;0.49333334;1.3756442576646806;0.3499999940395355;1.6987864971160889
30;0.59;1.1041960060596465;0.33000001311302185;1.6713733673095703
31;0.51666665;1.3046640783548356;0.3541666567325592;1.9882872104644775
32;0.47333333;1.3711971908807754;0.28999999165534973;2.8523402214050293
33;0.52;1.2864874362945558;0.46000000834465027;1.1220383644104004
34;0.55;1.2175328344106675;0.3799999952316284;2.3019471168518066
35;0.5233333;1.2397149413824082;0.5600000023841858;0.8125421404838562
36;0.56333333;1.148077028989792;0.4399999976158142;1.1928174495697021
37;0.56902355;1.0738748107293639;0.47999998927116394;1.7989476919174194
38;0.55;1.1389690667390824;0.38999998569488525;1.5265076160430908
39;0.5366667;1.2286423653364182;0.38999998569488525;1.7963536977767944
40;0.5466667;1.1422723531723022;0.46000000834465027;2.747241497039795
41;0.54;1.195038017630577;0.4399999976158142;1.7839610576629639
42;0.53333336;1.2106996208429337;0.41999998688697815;1.7815897464752197
43;0.56666666;1.1821164608001709;0.4399999976158142;2.534034252166748
44;0.56666666;1.2419117510318756;0.4099999964237213;1.35284423828125
45;0.55333334;1.1303450107574462;0.3199999928474426;1.9742772579193115
46;0.57666665;1.1007846474647522;0.46000000834465027;1.3441359996795654
47;0.53333336;1.171400213241577;0.5199999809265137;1.4072643518447876
48;0.55333334;1.1180999159812928;0.4399999976158142;1.4160252809524536
49;0.62666667;1.0538128346204758;0.5799999833106995;1.4016035795211792
50;0.6026936;1.0463503262009284;0.5;1.3940399885177612
51;0.6;1.107749158143997;0.4099999964237213;1.9726438522338867
52;0.58666664;1.1209689408540726;0.5299999713897705;1.4727909564971924
53;0.5733333;1.1333732187747956;0.4099999964237213;1.8363434076309204
54;0.54333335;1.154395204782486;0.4699999988079071;1.8123029470443726
55;0.5833333;1.0457340806722641;0.5600000023841858;1.193915605545044
56;0.57;1.197854459285736;0.4399999976158142;0.9320036172866821
57;0.5566667;1.141923201084137;0.5099999904632568;1.2110176086425781
58;0.54333335;1.1895262628793717;0.4099999964237213;2.0810277462005615
59;0.55;1.1466257601976395;0.4099999964237213;2.1138973236083984
60;0.55;1.0640039324760437;0.5;1.5719947814941406
61;0.5566667;1.106928426027298;0.44999998807907104;1.567922830581665
62;0.56666666;1.2327772378921509;0.3499999940395355;1.8563804626464844
63;0.54333335;1.1563184648752212;0.53125;0.8860007524490356
64;0.57;1.167671447992325;0.5699999928474426;0.9265219569206238
65;0.5252525;1.1784171654720499;0.41999998688697815;2.237292766571045
66;0.58;1.1485948354005813;0.5400000214576721;0.8192026019096375
67;0.64;0.8929276615381241;0.46000000834465027;2.282259702682495
68;0.61;1.0916137188673019;0.46000000834465027;1.789772391319275
69;0.62333333;0.9566836059093475;0.3799999952316284;3.3389556407928467
70;0.62333333;1.0115559607744218;0.3499999940395355;1.112831473350525
71;0.56666666;1.0882174417376518;0.46000000834465027;2.5383105278015137
