epoch;acc;loss;val_acc;val_loss
0;0.84120977;0.4908490039510335;0.87505865;0.33734840333461763
1;0.84835094;0.44836787362382374;0.8753128;0.32410259813070297
2;0.8549984;0.42042580219648495;0.8761143;0.3145699509978294
3;0.8594228;0.397533109497667;0.8771309;0.3087653386592865
4;0.8644666;0.37911849410747983;0.87808883;0.3030348378419876
5;0.86843145;0.36399545771326575;0.87904674;0.29840863674879076
6;0.8702383;0.3481405843850872;0.88074756;0.29223217695951464
